Year,Inflation_Rate
1980-01-01,13.8581814562484
1981-01-01,11.6030534351142
1982-01-01,20.6667146662827
1983-01-01,11.3977827368523
1984-01-01,10.284098213138
1985-01-01,13.0065664218827
1986-01-01,2.53427598892888
1987-01-01,8.63767318980084
1988-01-01,12.2649630481582
1989-01-01,13.7893172763883
1990-01-01,17.78181442992
1991-01-01,20.0844955754632
1992-01-01,27.3323644475784
1993-01-01,45.9788813036218
1994-01-01,28.8143894306731
1995-01-01,1.55432816055009
1996-01-01,8.86408741577522
1997-01-01,11.3618450505783
1998-01-01,6.72243650753928
1999-01-01,5.74200109520484
2000-01-01,9.98002515350979
2001-01-01,5.73859814341467
2002-01-01,1.96130821739162
2003-01-01,9.81569062979654
2004-01-01,11.6240355442426
2005-01-01,10.3127783574683
2006-01-01,14.4537342081708
2007-01-01,9.75888023027529
2008-01-01,26.2398166445063
2009-01-01,9.23412592394652
2010-01-01,3.96138889115385
2011-01-01,14.0224913014704
2012-01-01,9.37777003547598
2013-01-01,5.71749357037733
2014-01-01,6.87815499275949
2015-01-01,6.58215429284779
2016-01-01,6.29724953814625
2017-01-01,8.00564967709945
2018-01-01,4.6898064677633
2019-01-01,5.23963795764792
2020-01-01,5.40516207933392
2021-01-01,6.10793603659176
2022-01-01,7.65986268272224
2023-01-01,7.67139634029402
2024-01-01,4.48978854243448
